Course,Title,Distribution Group,Analyzing Diversity,Credits,Description
ENST 265,SCI FI AND THE ENVIRONMENT,Distribution Group I,,3,"Examines the ways that science fiction has expressed and challenged ideas about nature, culture, society, and politics."
ENST 301,ENVIRONMENTAL JUSTICE,Distribution Group I,Analyzing Diversity Course,3,"The impacts of environmental turmoil, climate change, toxicity, pollution, biodiversity loss, and more increasingly impact all but rarely equally. To consider environmental justice in this course is to consider these differential impacts (and their relationship to race, gender, ethnicity, economics, region, and other factors) and possible responses and remedies to these inequities with respect to a range of communities and regions through a range of arts, media, cultural documents, and social phenomena."
ENST 314,CULTURE/MEDIA OF ENVIRO HEALTH,Distribution Group I,,3,"Cultures and Media of Environmental Health is a discussion based seminar that addresses the uncertainty of our ecological future and the changing environment's impact on human and nonhuman health from an interdisciplinary point of view. This course pays particular attention to cultural and media representation at the intersection of health and the environment. This course will consider a broad array of media to stage important questions about how scientific and cultural systems can respond to the growing pressures of ""environmental health."""
ENST 316,ENVIRONMENTAL MEDIA,Distribution Group I,,3,"Explores the ways film and other media represent the environment and environmental issues (food, water, energy, waste, environmental justice, sustainability), and both expresses and shapes environmental values. We will view and analyze a variety of genres, as well as read supplementary material. Distribution 1 credit effective Fall 2022."
ENST 348,HUMAN-ANIMAL RELATIONS IN ASIA,Distribution Group I,,3,"Humans have always shared the world with other animals, developing a range of relationships—using, consuming, avoiding, and loving them. We have profoundly influenced animals, shaping their evolution, altering their populations, and impacting their quality of life. In turn, animals have been integral to our history, playing key roles in the development of agriculture, the spread of zoonotic diseases, the functioning of ecosystems, and political exchanges. In this course, we will examine the changes of human-animal relationships over time from a historical and cross-cultural perspective. We will also discuss how these relationships reflect broader historical transformations in Asia and beyond."
ENST 368,LITERATURE AND THE ENVIRONMENT,Distribution Group I,,3,A course that asks the question: How does literature express or shape environmental values? In this class we will read American fiction and nonfiction exploring the relationship between human and nonhuman nature.
EURO 102,INTRO TO EURO LIT & CULTURE II,Distribution Group I,,3,"Antiquity to Renaissance. An introduction to major literary texts and other cultural artifacts of Europe dating from Renaissance to the present day. The course will contextualize the aforementioned texts and artifacts historically and culturally and will teach students to analyze them critically, both in relation to their original context and to present-day Europe."
EURO 320,TELL-ALL CONTEMPORARY LIT,Distribution Group I,,3,"Why do contemporary writers want to “tell all” in their novels, memoirs, exposés? This hybrid literary studies/creative writing course explores “I” genres in contemporary literature, asking why authors risk their lives, their reputations, and their families in the name of literature, truth and freedom of speech."
FILM 180,14 FILMS BEFORE YOU GRADUATE,Distribution Group I,,4,"Featuring the important, but less familiar works of American and European directors from the 1930s - 1960s. This class represents an ideal mixture of modernist auteur cinema and shameless viewing pleasure."
FILM 215,MYSTIC CINEMA,Distribution Group I,,3,"This course explores uses by the film industry of ideas drawn from Jewish mysticism. We will examine themes such as monsters, spirits, numerology and the paranormal, as portrayed in classic film and through to contemporary Hollywood. Emphasis will be placed on the medieval textual and folkloric traditions behind such portrayals."
FILM 218,EAST/NORTHEAST ASIA FILM HIST,Distribution Group I,,3,"Can we learn history by analyzing movies? Using documentary and feature films from Asian film culture's beginnings, we view 19th-20th century Chinese, Japanese, and Korean history. Collective in-class film viewing, discussion and reading required."
